Name,Pick,Team,Class,School,POS,HT (ft),WT (lb),Arm Length (in),Hand Size (in),40 (s),10-yd (s),Shuttle (s),3Cone (s),Bench (reps),Vert (in),Broad Jump (ft),rSPARQ,pSPARQ,rSPARQ z-score,pSPARQ z-score
Garrett Scott,,,2014,Marshall,OT,6.37,307,34.75,9.88,5.05,1.64,4.4,7.09,25,33.5,9.58,119.5,143.3,2,3.5
Beau Allen,,,2014,Wisconsin,DT,6.2,333,32.13,10.13,5.02,1.75,4.5,7.27,30,31,8.67,123.9,117,3.2,3.1
Aaron Donald,13,STL,2014,Pittsburgh,DT,6.05,285,32.63,9.88,4.68,1.63,4.39,7.11,35,32,9.67,138.1,136,2.5,2.8
Cole Pensick,,,2014,Nebraska,OC,6.03,282,30.63,9.5,5.01,1.74,4.41,7.31,29,39,9.08,125.6,124.4,2.6,2.6
Taylor Lewan,11,TEN,2014,Michigan,OT,6.59,309,33.88,9.25,4.87,1.71,4.49,7.39,29,30.5,9.75,125.2,129.3,2.4,2.6
Garry Gilliam,,,2015,Penn State,OT,6.46,306,0,0,5.03,1.68,4.56,7.59,19,35,9.42,109.2,128.3,1.3,2.5
Allen Robinson,61,JAX,2014,Penn State,WR,6.21,208,32,9.5,4.47,1.53,4,6.54,17,42,10.9,137.1,140.4,2.3,2.5
Ryan Shazier,15,PIT,2015,Ohio State,OB,6.09,237,32.38,10,4.38,1.56,4.21,6.91,25,42,10.83,147.3,152.2,2.4,2.4
Nathan Slaughter,,,2014,West Texas A&M,WR,5.73,184,29.63,8.75,4.34,1.45,4.18,7.18,16,44.5,11.5,131.9,138.6,1.9,2.3
Robert Hayes,,,2014,Shepherd,DT,6.09,267,31.13,9.25,4.87,1.67,4.36,7.08,29,33,10.25,121.6,128.1,1.5,2.3
Laurent Duvernay-Tardif,,,2014,McGill (CA),OT,6.42,298,33,11,4.94,1.72,4.59,7.21,34,31.5,9.5,120.5,123.8,2.1,2.2
Kevin Pierre-Louis,,,2014,Boston College,OB,6.04,232,32.25,10.13,4.51,1.56,4.02,6.92,28,39,10.67,146.9,148.7,2.4,2.2
Jerick McKinnon,96,MIN,2014,Georgia Southern,RB,5.72,209,30.25,8.63,4.41,1.55,4.12,6.83,34,40.5,11,149,146.6,2.5,2.2
Colt Lyerla,,,2014,Oregon,TE,6.31,242,32.75,10.25,4.61,1.61,4.11,6.84,15,39,10.67,129.1,140,1.5,2.1
Demetrius Rhaney,,,2014,Tennessee State,OC,6.13,301,32,9.5,4.9,1.75,4.22,7.59,24,29,9.17,124.8,116.2,2.6,2.1
Khalil Mack,5,OAK,2014,Buffalo,OB,6.21,251,33.25,10.13,4.55,1.53,4.18,7.08,23,40,10.67,140.9,147.9,1.9,2
Ebo Makinde,,,2014,Boise State,DS,5.83,179,0,0,4.24,1.46,3.91,6.42,16,39,10.75,135.5,140.7,1.8,2
Jay Finch,,,2014,Georgia Tech,OC,6.21,291,32.13,10.38,4.92,1.71,4.7,7.33,28,31.5,9.25,110.6,115.8,1.6,2
Tyler Huber,,,2014,Wisconsin Whitewater,WR,6.08,198,31,9.25,4.48,1.55,4.11,6.68,28,42,10.8,141.8,134.9,2.7,2
Jason Verrett,25,SDC,2014,TCU,CB,5.79,189,30.63,9.25,4.38,1.5,4,6.67,19,39.5,10.67,134.4,135.9,2.1,2
Stanley Jean-Baptiste,58,NOS,2014,Nebraska,CB,6.21,218,32.38,8.63,4.45,1.55,4.19,6.69,13,41.5,10.67,128.3,135.8,1.6,2
Brandon Denmark,,,2014,Florida A&M,OB,6.27,244,0,0,4.65,1.55,4.33,6.98,28,40,11.25,134.9,147.3,1.5,2
Torrance Hunt,,,2014,Georgia Southern,RB,5.58,182,0,0,4.28,1.51,4.21,6.74,15,43.5,11.25,129.9,144.1,1.2,2
Matt Patchan,,,2014,Boston College,OT,6.52,302,33,9.38,4.97,1.72,4.63,7.45,22,33.5,9.42,110.4,120.3,1.4,2
Greg Robinson,2,STL,2016,Auburn,OT,6.42,332,35,10,4.92,1.72,4.86,7.8,32,28.5,9.42,118.4,119.9,2,2
Jeff Janis,,,2014,Saginaw Valley State,WR,6.23,219,32.5,9,4.42,1.55,3.98,6.64,20,37.5,10.3,138.6,133.1,2.5,1.9
Dashaun Phillips,,,2014,Tarleton State,CB,5.95,182,29.75,9,4.48,1.57,3.97,6.65,14,39,11.25,123.7,133.9,1.2,1.9
Mike Hunchak,,,2014,Monmouth (NJ),OC,6.23,286,0,0,5.04,1.69,4.53,7.46,26,28,9.17,99.4,113.1,0.8,1.9
A.C. Leonard,,,2014,Tennessee State,TE,6.19,252,33,9.25,4.5,1.51,4.4,7.14,20,34,10.67,122,136,1.1,1.8
Lache Seastrunk,,,2015,Baylor,RB,5.79,201,30,9.25,4.37,1.55,4.25,6.8,15,41.5,11.17,127.1,141.3,1,1.8
Horace Miller,,,2014,UTEP,OB,6.01,239,0,0,4.44,1.6,4.25,6.99,21,37.5,10.83,133.9,143.4,1.4,1.8
Austin Seferian-Jenkins,38,TBP,2014,Washington,TE,6.45,262,33.75,9.75,4.56,1.58,4.23,6.97,20,37.5,9.58,135.8,134.4,2,1.8
Mohammed Seisay,,,2014,Nebraska,CB,6.08,202,33.5,9.25,4.52,1.58,4.13,6.5,13,39,11,120.4,132.5,1,1.8
Ra'Shede Hageman,37,ATL,2014,Minnesota,DE,6.47,312,34.25,10.25,5.02,1.75,4.5,7.87,32,35.5,9.5,127.8,120.6,1.9,1.7
Anthony Barr,9,MIN,2014,UCLA,OB,6.39,250,33.5,9.38,4.41,1.57,4.19,6.82,19,34.5,10.42,132.7,142,1.4,1.7
Stephen Houston,,,2014,Indiana,RB,5.85,225,30.75,9,4.52,1.58,4.23,7.07,24,40,11,135.6,139.7,1.6,1.7
Donte Moncrief,90,IND,2014,Ole Miss,WR,6.19,221,32.38,9.13,4.4,1.54,4.3,7.02,11,39.5,11,121.4,130.6,1.1,1.7
Ulrick John,,,2014,Georgia State,OT,6.48,297,0,0,5.02,1.68,4.62,7.2,20,30,8.92,97.1,116.3,0.5,1.7
Taylor Martinez,,,2014,Nebraska,WR,6.02,201,31.25,9.13,4.45,1.51,4.09,6.93,17,39,10.8,128.7,130.3,1.7,1.7
Joel Bitonio,35,CLE,2014,Nevada,OT,6.35,302,33.88,9.63,4.97,1.78,4.44,7.37,22,32,9.5,116.3,115.9,1.8,1.7
Jarrod Pughsley,,,2014,Akron,OG,6.37,308,33.5,0,5.29,1.71,4.69,8.2,34,30,9,101.3,113.6,0.9,1.6
Bennett Jackson,,,2014,Notre Dame,CB,5.98,195,31.38,9.25,4.4,1.56,4,6.75,13,38,10.67,126.2,131.2,1.4,1.6
Carlos Fields,,,2014,Winston Salem,OB,6.07,238,32.88,9.75,4.5,1.61,4.22,7.04,17,38,10.67,129.1,139.8,1.2,1.6
Anthony Watson,,,2014,Memphis,DS,6.02,200,0,0,4.44,1.51,4.28,6.89,23,39.5,11.25,129,134.9,1.3,1.6
Jadaveon Clowney,1,HOU,2014,South Carolina,DE,6.43,266,34.5,10,4.53,1.59,4.43,7.27,21,37.5,10.33,131.6,140.6,1.3,1.6
Kareem Martin,84,ARI,2014,North Carolina,DE,6.47,272,35,10,4.72,1.64,4.33,7.2,22,35.5,10.75,128.1,140.1,1.1,1.6
Cody Latimer,56,DEN,2015,Indiana,WR,6.2,215,32.63,9.63,4.44,1.55,4.19,6.91,23,39,10.5,135.2,129.4,2.2,1.6
Frances Mayes,,,2014,Florida A&M,OT,6.76,291,0,0,5,1.72,4.89,7.99,22,34,9.75,102.9,114.9,0.9,1.6
Terrance Bullitt,,,2014,Texas Tech,OB,6.21,230,32.38,10,4.53,1.58,4.18,6.75,14,40,10.25,127.4,138.7,1.1,1.6
Bradley Roby,31,DEN,2014,Ohio State,CB,5.94,194,31.5,10.25,4.39,1.52,4.04,6.74,17,38.5,10.33,130.1,130,1.8,1.6
Greg Ducre,,,2014,Washington,CB,5.85,182,30.5,9.13,4.32,1.47,4,6.56,17,35,10.5,125.4,130,1.4,1.6
Francis Bah,,,2014,Liberty,DT,6.17,294,32.63,9.5,4.85,1.66,4.58,7.31,34,30,9.08,121.2,117.8,1.4,1.6
Brandon Watts,,,2014,Georgia Tech,OB,6.13,225,32,9.13,4.41,1.51,4.21,6.89,16,37.5,10.17,128,137.9,1.2,1.5
Justin Jackson,,,2014,Wake Forest,OB,6.04,230,32.88,10.5,4.56,1.56,4.29,6.75,27,39,10.25,134.4,137.9,1.6,1.5
Dustin Greenwell,,,2014,St. Francis (IL),TE,6.28,245,0,0,4.69,1.67,4.29,7.2,24,43.5,10.08,136.1,130.7,2,1.5
Justin Anderson,,,2014,Louisiana Lafayette,IB,6.12,235,0,0,4.68,1.6,4.29,6.89,24,37,10.25,124.7,130.4,1.2,1.5
Andre Williams,,,2014,Boston College,RB,5.95,230,33.5,9,4.54,1.58,4.06,7.27,17,38,10.75,131.6,136.8,1.3,1.5
Bishop Sankey,54,TEN,2014,Washington,RB,5.79,209,31,10,4.49,1.53,4,6.75,26,35.5,10.5,136.3,136.8,1.6,1.5
Gustave Benthin,,,2014,Western Oregon,DT,6.17,299,0,0,5.17,1.69,4.46,7.59,36,35,9.25,122.6,117.4,1.5,1.5
Dezmen Southward,68,ATL,2014,Wisconsin,DS,6.02,212,30.63,10,4.38,1.5,4.37,6.5,16,42,10.33,126.5,132.9,1.1,1.5
Josh Allen,,,2014,Louisiana-Monroe,OC,6.24,312,33.38,10.38,5.16,1.84,4.56,7.65,29,32,9.5,111.2,107.6,1.6,1.5
Nate Askew,,,2014,Texas A&M,OB,6.28,241,34.25,9.88,4.46,1.54,4.4,7.13,18,38,10.5,125.2,137,1,1.5
Bruce Jones,,,2014,Texas Tech,CB,5.58,183,0,0,4.53,1.5,4.07,6.66,17,41,10.5,124.9,129.1,1.3,1.5
Rashad Lawrence,,,2014,Northwestern,WR,6.07,196,30.5,10,4.49,1.53,4.03,6.8,12,39,10.6,122.6,127.1,1.2,1.4
Bruce Gaston,,,2014,Purdue,DT,6.17,308,32.38,9,4.95,1.83,4.55,7.48,34,34,9.08,129.1,116.2,1.9,1.4
Mike McCrimon,,,2014,Wofford,IB,6.13,219,0,0,4.59,1.57,4.36,6.97,19,37.5,10.42,117.3,129.1,0.6,1.4
Justin Britt,64,SEA,2014,Missouri,OT,6.48,325,33.5,10.25,5.07,1.75,4.69,7.59,26,29.5,9.25,106.2,112.2,1.1,1.4
Blake Annen,,,2014,Cincinnati,TE,6.33,247,33,9.88,4.41,1.61,4.3,7.19,25,34,10,133.4,128.9,1.8,1.4
Alvin Scioneaux,,,2014,Wofford,OB,6.12,232,31.88,10,4.57,1.56,4.21,7.29,32,39.5,10.08,142.7,136,2.1,1.4
Charles Leno Jr.,,,2014,Boise State,OG,6.31,304,34.38,10.13,5.25,1.81,4.4,7.57,21,31.5,9.33,103.4,110,1.1,1.4
Julius Warmsley,,,2014,Tulane,DE,6.13,296,0,0,4.97,1.84,4.41,7.5,28,32,9.58,121.9,115.6,1.5,1.4
Bennie Fowler,,,2014,Michigan State,WR,6.1,217,32,9.5,4.35,1.58,4.18,6.91,18,36,10.5,129.2,126.5,1.7,1.4
Greg Ducre,,,2014,Washington,CB,5.84,183,30.5,9.13,4.34,1.56,3.97,6.5,17,35,10.5,126,128,1.4,1.4
Howard Jones,,,2014,Shepherd,OB,6.2,235,34.13,9.5,4.48,1.56,4.41,7.16,21,40.5,10.33,129.7,136,1.2,1.4
Jacob Maxwell,,,2014,Lousiana Lafayette,TE,6.3,249,0,0,4.68,1.63,4.4,7.26,19,38.5,10.58,120.3,128.3,1,1.4
Jake Matthews,6,ATL,2014,Texas A&M,OT,6.45,308,33.38,9.88,5.07,1.75,4.47,7.34,24,30.5,8.75,109.9,111.6,1.4,1.4
Austin Brown,,,2014,Miami (Ohio),DT,6.12,295,0,0,4.97,1.73,4.49,7.35,32,32,9,121.9,115.4,1.5,1.4
Bruce Ellington,,,2015,South Carolina,WR,5.78,197,31,9.63,4.45,1.55,3.95,6.69,15,39.5,10,131.1,126.2,1.9,1.4
Wesley Johnson,,,2014,Vanderbilt,OT,6.44,297,33.13,10.25,5.11,1.73,4.64,7.4,26,29,9.25,97.3,111.2,0.5,1.4
Brandin Cooks,20,NOS,2014,Oregon State,WR,5.8,189,30.75,9.63,4.33,1.54,3.81,6.76,16,36,10,133.6,126,2.1,1.4
Aaron Burks,,,2014,Boise State,WR,6.24,207,34,9.13,4.48,1.57,4.19,7.09,12,40.5,10.8,122.1,126,1.1,1.4
Keith McGill,,,2014,Utah,CB,6.28,211,33.25,10.25,4.51,1.63,4.13,6.9,12,39,10.75,121.9,127.5,1.1,1.3
Phillip Gaines,87,KCC,2014,Rice,CB,6.03,193,31.88,9.63,4.38,1.49,4.04,6.62,15,36.5,10.17,124.9,127.3,1.3,1.3
Rashaad Reynolds,,,2014,Oregon State,CB,5.81,189,31.63,9.75,4.51,1.51,4,6.72,20,38.5,10.25,129.1,127.2,1.7,1.3
Jordan Tripp,,,2014,Montana,OB,6.23,234,30.75,9.63,4.67,1.64,3.96,6.89,22,37.5,10,135.5,134.3,1.6,1.3
Mycal Swaim,,,2014,Eastern Michigan,DS,6.27,214,31.75,8.5,4.49,1.55,4.26,6.97,15,39,10.92,121.8,130.2,0.8,1.3
Joe Don Duncan,,,2014,Dixie State,TE,6.2,268,32.38,10.13,4.72,1.64,4.28,6.86,35,33,9.33,136.9,127,2,1.3
Brent Urban,,,2014,Virginia,DE,6.58,295,34.25,9.75,4.98,1.74,4.45,7.41,23,30,9.5,110.8,114.3,0.8,1.3
Odell Beckham,12,NYG,2014,LSU,WR,5.94,198,32.75,10,4.43,1.57,3.94,6.69,7,38.5,10.2,121.6,125,1.1,1.3
Damian Copeland,,,2014,Louisville,WR,5.92,187,31.38,9,4.5,1.54,3.9,6.53,12,40,10,125.9,124.9,1.4,1.3
Jonathan Krause,,,2014,Vanderbilt,WR,5.89,187,0,0,4.37,1.59,4.04,6.94,13,38.5,10.7,124.6,124.9,1.3,1.3
Torrance Williams,,,2014,Sam Houston State,WR,5.55,175,0,0,4.38,1.51,4.01,6.99,14,38.5,10.7,123.3,124.9,1.2,1.3
Corey Linsley,,,2014,Ohio State,OC,6.21,301,32,9.88,5.03,1.78,4.53,7.46,36,27,8.92,111.3,104.1,1.6,1.3
Tyler Shatley,,,2014,Clemson,OG,6.27,300,31.75,10,5.17,1.75,4.66,7.95,40,30.5,9.17,109.9,108.2,1.6,1.3
Kerry Hyder,,,2014,Texas Tech,DT,6.2,290,33.5,9.75,4.97,1.76,4.33,7.23,27,30,9.08,118.7,113.8,1.3,1.3
Jerome Couplin,,,2014,William & Mary,DS,6.11,215,32.88,9.5,4.55,1.59,4.41,6.94,18,41.5,11.17,120.8,129.5,0.7,1.3
Brock Coyle,,,2014,Montana,IB,6.07,235,32.5,9.25,4.6,1.6,4.28,6.74,25,37,9.58,129.4,126.7,1.6,1.3
Garrett Waggoner,,,2014,Dartmouth,DS,6,224,0,0,4.56,1.53,4.19,6.92,25,39.5,10.17,135.7,129.2,1.8,1.2
Michael Campanaro,,,2014,Wake Forest,WR,5.78,192,30,9.75,4.46,1.56,4.01,6.77,20,39,10.2,132.1,124.6,1.9,1.2
Tre Mason,75,STL,2015,Auburn,RB,5.7,207,30,9,4.5,1.55,4.15,6.92,19,38.5,10.5,127.6,132.6,1,1.2
Josh Andrews,,,2014,Oregon State,OC,6.19,311,0,0,5.03,1.73,4.64,7.4,25,29.5,8,104,103.7,1.1,1.2
Kedrick Rhodes,,,2014,West Alabama,RB,5.87,203,30.13,9.25,4.6,1.54,4.11,6.7,22,39,10.42,128.2,132.5,1.1,1.2
Avery Williamson,,,2014,Kentucky,IB,6.08,246,32.75,9.5,4.66,1.61,4.07,7.11,25,30.5,10,126.2,126.3,1.4,1.2
Chase Garnham,,,2014,Vanderbilt,IB,6.12,231,0,0,4.61,1.64,4.36,7.19,30,34,10.5,124.9,126.3,1.3,1.2
Khairi Fortt,,,2014,California,IB,6.19,248,33.63,10.13,4.68,1.63,4.35,7.12,30,36,10,129.4,126.3,1.6,1.2
Kona Schwenke,,,2014,Notre Dame,DT,6.35,285,33.5,9.88,4.94,1.64,4.49,7.19,27,29,9,110,113.2,0.7,1.2
Travis Carrie,,,2014,Ohio,CB,5.97,206,31.88,9.75,4.43,1.55,4.26,6.97,17,41,10.25,127.3,126,1.5,1.2
Chad Abram,,,2014,Florida State,FB,5.96,236,0,0,4.58,1.63,4.5,7.08,21,35.5,10.58,114.6,121.5,0.5,1.2
James Manuel,,,2014,Minnesota,OB,6.07,214,0,0,4.58,1.56,4.22,7.02,21,37,10.5,123.3,132.6,0.9,1.2
Gabe Ikard,,,2014,Oklahoma,OC,6.29,304,33.13,9.63,5.13,1.77,4.37,7.3,22,26,8.58,100.3,103.3,0.9,1.2
Zac Kerin,,,2014,Toledo,OC,6.37,310,32.13,9.5,5.3,1.72,4.82,7.55,30,25.5,8.58,89,103.3,0.1,1.2
Tevin Reese,,,2014,Baylor,WR,5.86,163,31.63,8.63,4.43,1.52,4.18,6.63,13,41,11,114.8,124.2,0.5,1.2
Eric Waters,,,2014,Missouri,TE,6.26,244,33.38,9.75,4.7,1.62,4.39,7.17,18,39,10.17,118.4,125.4,0.9,1.2
Eric Pinkins,,,2014,San Diego State,DS,6.23,220,0,0,4.44,1.59,4.31,7.02,25,39.5,10.5,134.7,128.6,1.7,1.2
Jackson Jeffcoat,,,2014,Texas,DE,6.25,247,33.88,9.63,4.63,1.63,4.18,6.97,18,36,10.25,125.5,132.7,0.9,1.2
Lawrence Virgil,,,2014,Valdosta State,DT,6.34,287,34.5,9.25,5,1.67,4.64,7.4,39,31,9.33,115.1,112.8,1.1,1.2
Martavis Bryant,,,2015,Clemson,WR,6.3,211,32.63,9.5,4.42,1.57,4.15,7.18,16,39,10.3,128.9,123.9,1.7,1.2
Adam Fenton,,,2014,Central Michigan,FB,6.07,236,0,8.88,4.55,1.59,4.23,7.14,30,30.5,10,127.3,121,1.4,1.2
Charcandrick West,,,2014,Abilene Christian,RB,5.79,204,0,0,4.46,1.51,4.4,7.08,15,41,10.83,117.9,131.7,0.3,1.2
Terrence Fede,,,2014,Marist,DE,6.3,277,33.88,10.25,4.76,1.62,4.43,7.02,25,33,9.92,123.1,132,0.8,1.2
Donte Foster,,,2014,Ohio,WR,6.08,193,31.75,9,4.47,1.61,4.3,6.79,14,42,10.8,119.2,123.5,0.9,1.2
Gator Hoskins,,,2014,Marshall,TE,6.12,253,32.63,9.88,4.67,1.63,4.16,7.17,22,36.5,9.67,131.5,124.5,1.7,1.2
Matt Armstrong,,,2014,Grand Valley State,OC,6.18,302,33,10.63,5.18,1.76,4.71,7.89,24,32,8.83,98.3,102.3,0.7,1.2
Brandan Green,,,2014,Grand Valley State,WR,5.68,174,0,0,4.46,1.56,3.98,6.49,13,39,10.4,120.8,123.2,1,1.1
Don Shupert,,,2014,Iowa,WR,6.08,198,0,0,4.47,1.55,4.29,6.81,13,40,10.7,116.7,123.2,0.7,1.1
Josh Wells,,,2014,James Madison,OT,6.48,315,33.5,10.13,5.25,1.81,4.59,7.5,23,31.5,9.25,100.5,108,0.7,1.1
Dri Archer,97,PIT,2014,Kent State,RB,5.63,173,31,8.88,4.26,1.49,4.06,6.86,20,38,10.17,131,130.9,1.3,1.1
Thomas Gordon,,,2014,Michigan,DS,5.86,213,30.75,10,4.6,1.65,4.13,6.68,22,40.5,10.42,132.1,127.5,1.5,1.1
Jeremy Grable,,,2014,Valdosta State,IB,6.03,223,0,0,4.74,1.62,4.18,7.13,19,37.5,10.17,119.2,124.8,0.8,1.1
Torin Harris,,,2014,USC,CB,5.96,189,32.38,8.25,4.46,1.58,4.23,6.96,9,41,10.83,114.1,124.6,0.4,1.1
Devin Street,,,2014,Pittsburgh,WR,6.24,198,33.38,9.25,4.5,1.56,4.01,6.72,13,37,10.3,121.3,122.8,1.1,1.1
FN Lutz,,,2014,Indiana State,OC,6.14,290,0,0,5.07,1.72,4.62,7.49,30,27,8.5,97.6,101.6,0.7,1.1
Glenn Carson,,,2014,Penn State,IB,6.21,238,31.88,9.5,4.7,1.62,4.25,6.99,30,35,9.83,128.8,124.5,1.6,1.1
Prince Shembo,,,2014,Notre Dame,OB,6.11,253,33.13,10.5,4.71,1.63,4.31,7.29,26,38.5,10.17,131.4,130.7,1.3,1.1
James Morris,,,2014,Iowa,IB,6.07,241,30.75,9.13,4.67,1.62,4.33,6.94,18,36,10,116.8,124.4,0.6,1.1
Pierre Desir,,,2014,Lindenwood,CB,6.08,191,33,9.63,4.52,1.52,4.3,6.86,11,38,11.08,107.7,124.2,-0.1,1.1
Orlandus Harris,,,2014,Glenville State,WR,6,190,0,0,4.43,1.54,4.18,6.9,12,36.5,10.9,114.1,122.4,0.5,1.1
Wilson Van Hooser,,,2014,Troy,WR,5.96,192,32.38,9.63,4.47,1.54,4.15,6.96,16,39,10.5,122.5,122.4,1.2,1.1
Lamin Barrow,,,2014,LSU,IB,6.11,237,33.38,10.38,4.64,1.64,4.31,7.24,22,35,10.25,120.6,124.2,0.9,1.1
L.J. McCray,,,2014,Catawba,DS,5.98,210,32.5,9.75,4.52,1.53,4.07,6.99,24,36,10.33,131.9,126.6,1.5,1.1
Davante Adams,53,GBP,2014,Fresno State,WR,6.07,212,32.63,9,4.51,1.6,4.3,6.82,14,39.5,10.6,118.6,122.2,0.8,1.1
Clifton Crews,,,2014,South Alabama,OB,6.17,234,0,0,4.65,1.62,4.33,7.06,18,37.5,10.5,118.4,129.9,0.5,1.1
Ike Ariguzo,,,2014,Eastern Kentucky,TE,6.38,235,32.25,9.88,4.61,1.6,4.4,7.28,15,37,10.33,113.3,122.8,0.5,1.1
James Gayle,,,2014,Virginia Tech,DE,6.3,259,32.38,9.63,4.66,1.63,4.44,7.19,26,37,10.17,128,129.7,1.1,1
Jamaine Sherman,,,2014,East Texas Baptist,WR,6.13,184,0,0,4.57,1.61,4.11,6.97,13,40,11.1,116.2,121.8,0.7,1
Jeremiah George,,,2014,Iowa State,IB,5.94,234,31.88,9.25,4.66,1.61,4.69,7.46,30,38.5,10.75,117.5,123.5,0.6,1
Chris Smith,,,2014,Arkansas,DE,6.08,266,34.13,9.5,4.74,1.68,4.46,7.37,28,37,10.08,128.4,129.3,1.1,1
Kony Ealy,60,CAR,2015,Missouri,DE,6.33,273,34.25,9.5,4.69,1.69,4.45,6.83,22,32,10,118.9,129.3,0.5,1
Zach Kerr,,,2014,Delaware,DT,6.11,326,32.88,9.75,5.08,1.79,4.71,7.93,28,28.5,8.25,106,96.1,1.4,1
Shaquille Richardson,,,2014,Arizona,CB,6.01,194,32,10,4.43,1.56,4.23,6.95,14,38.5,10.58,118.4,123.3,0.8,1
Anthony Morales,,,2014,Weber State,IB,5.85,230,0,0,4.65,1.72,4.01,7.14,34,32,9.92,136.1,123.2,2.2,1
Chris Borland,77,SFO,2014,Wisconsin,IB,5.96,248,29.25,9.88,4.81,1.59,4.26,6.83,27,35,9.67,123,123.2,1.1,1
Ivan McCartney,,,2014,West Virginia,WR,6.1,179,0,0,4.63,1.6,4.19,6.99,14,39,11.7,109.4,121.4,0.1,1
Marcus Thompson,,,2014,Rutgers,DE,6.11,250,31.38,9.38,4.65,1.53,4.44,7.09,27,33.5,10.33,120.3,129,0.6,1
Ryan Culbreath,,,2014,Furman,WR,6.29,224,32.88,9,4.58,1.54,4.16,6.71,12,36,10.2,116.5,121.3,0.7,1
Kevin Pamhile,,,2014,Purdue,OT,6.37,310,34.5,9.13,4.94,1.77,4.81,7.61,25,32,9,111.9,105.9,1.5,1
Marqise Lee,39,JAC,2014,USC,WR,5.98,192,31.75,9.5,4.52,1.59,4.01,6.96,11,38,10.6,118.5,121.2,0.8,1
Keshawn Simpson,,,2014,Western Kentucky,FB,5.95,243,0,0,4.79,1.65,4.26,7.04,18,35,10.17,113.3,117.9,0.4,1
Ben Gardner,,,2014,Stanford,DE,6.33,262,30.75,0,5.03,1.69,4.24,6.98,22,39.5,10.17,118.3,128.7,0.5,1
Micah Hatfield,,,2014,Oregon State,WR,6.08,182,0,0,4.44,1.52,4.04,6.5,11,38,10.1,117.9,121,0.8,1
Carl Bradford,,,2015,Arizona State,OB,6.05,250,30.25,9.5,4.72,1.66,4.3,7.03,23,37.5,10.17,125.6,128.4,0.9,1
Larry Webster,,,2014,Bloomsburg,DE,6.46,252,33.5,10.13,4.58,1.58,4.44,7.29,17,36.5,10.25,118.2,128.2,0.5,1
Travis Hawkins,,,2014,Delaware,CB,5.79,192,0,0,4.37,1.48,4.32,6.8,20,34,10.67,115.9,122.6,0.6,1
Ross Cockrell,,,2014,Duke,CB,6,191,29.88,9,4.44,1.5,4.27,6.88,12,39,10.42,114.4,122.5,0.5,0.9
Kofi Hughes,,,2014,Indiana,WR,6.05,208,30.63,9.5,4.52,1.58,4.2,6.9,24,35.5,10.5,125.9,120.6,1.4,0.9
Michael Schofield,95,DEN,2014,Michigan,OT,6.53,301,34,9.63,5.01,1.73,4.57,7.62,25,25.5,9,97.8,105.1,0.6,0.9
Caraun Reid,,,2014,Princeton,DT,6.18,302,33,10.5,4.85,1.65,4.58,7.59,20,27.5,8.83,105.4,109,0.4,0.9
Jay Bromley,74,NYG,2014,Syracuse,DT,6.26,306,33.5,9.25,4.93,1.74,4.78,7.92,26,33.5,8.83,115,109,1,0.9
Preston Gale,,,2014,Montana State,OB,6.25,254,0,0,4.58,1.62,4.24,6.7,30,33,9.5,134.7,127.8,1.5,0.9
Fitzgerald Toussaint,,,2014,Michigan,RB,5.72,204,30.5,8.5,4.53,1.59,4.1,6.59,24,35.5,10.17,128.2,127.8,1.1,0.9
Jace Amaro,49,NYJ,2014,Texas Tech,TE,6.44,265,34,9,4.74,1.64,4.3,7.42,28,34,9.83,129.7,120.6,1.6,0.9
Seantrel Henderson,,,2014,Miami (FL),OT,6.59,331,34.63,10.5,5.04,1.74,4.77,8.15,23,28,8.5,102.2,104.8,0.9,0.9
Deone Bucannon,27,ARI,2014,Washington State,DS,6.08,216,32.38,9.75,4.49,1.54,4.26,6.96,20,36.5,10.42,123.8,124.4,0.9,0.9
Brelan Chancellor,,,2014,North Texas,WR,5.7,188,0,0,4.51,1.52,4.16,6.83,15,41,10.1,121.4,120.2,1.1,0.9
Daryl Surgent,,,2014,Louisiana Lafayette,WR,5.92,190,31.88,9.38,4.55,1.57,4.28,6.87,8,39.5,11.1,105.8,120.2,-0.2,0.9
C.J. Fiedorowicz,65,HOU,2014,Iowa,TE,6.45,265,33,10.25,4.76,1.64,4.26,7.1,25,31.5,9.67,123.2,120.2,1.2,0.9
Michael Walker,,,2014,St. Cloud State,RB,5.78,223,0,0,4.62,1.58,4.21,6.97,25,38,10.08,130.1,127.1,1.2,0.9
Xavier Su'a Filo,33,HOU,2015,UCLA,OG,6.34,307,33.38,9.38,4.97,1.75,4.44,7.6,26,26,8.58,110.6,102.7,1.7,0.9
Jon Caspers,,,2014,Northern State,OT,6.35,305,0,0,5.28,1.83,4.82,7.91,27,33,9.67,98.5,104.2,0.6,0.9
Colton Underwood,,,2014,Illinois State,OB,6.2,256,31.13,9,4.69,1.6,4.43,7.1,26,36,10,124.5,126.8,0.9,0.9
Dontae Johnson,,,2014,North Carolina State,CB,6.18,200,31.5,8.63,4.45,1.57,4.24,6.82,12,38.5,10.33,116.7,121.7,0.6,0.9
Marquise Flowers,,,2014,Arizona,OB,6.21,231,32,9.5,4.51,1.58,4.32,7.06,24,37.5,9.67,130.1,126.8,1.3,0.9
Charles Sims,69,TBP,2014,West Virginia,RB,6,214,31,8.25,4.48,1.57,4.3,7.16,17,37.5,10.5,120.5,126.8,0.5,0.9
